"","chk_acct","duration","credit_his","purpose","amount","saving_acct","present_emp","installment_rate","sex_status","other_debtor","present_resid","property","age","other_install","housing","n_credits","job","n_people","telephone","foreign","response"
"648","No account",12,"no credits taken/all credits paid back duly","car (new)",1386,"[500 - 1000)","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res_[1- res >7Y)","Savings agreement/life insurance",26,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"649","CC >= 200 €",24,"no credits taken/all credits paid back duly","car (new)",947,"< 100 €","[4 - 7) Y",">35%","male:single","none","res_[res >7Y- 7)","unknown / no property",38,"Other banks","for free","1","j_skilled employee/official","2","none","yes","1"
"650","CC < 0 €",12,"no credits taken/all credits paid back duly","education",684,"< 100 €","[1 - 4) Y",">35%","male:single","none","res >7Y","car or other",40,"No credits","rent","1","j_unskilled","2","none","yes","1"
"651","CC < 0 €",48,"no credits taken/all credits paid back duly","education",7476,"< 100 €","[4 - 7) Y",">35%","male:single","none","res < 1Y","unknown / no property",50,"No credits","for free","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"652","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","furniture/equipment",1922,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",37,"No credits","own","1","j_unskilled","1","none","yes","1"
"653","CC < 0 €",24,"no credits taken/all credits paid back duly","car (new)",2303,"< 100 €",">= 7 Y",">35%","male:single","co-applicant","res < 1Y","real estate",45,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"654","CC [0 - 200 €]",36,"all credits at this bank paid back duly","car (new)",8086,"[100 - 500)",">= 7 Y","[20- 25)","male:single","none","res >7Y","car or other",42,"No credits","own","4","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"655","No account",24,"existing credits paid back duly till now","car (used)",2346,"< 100 €","[4 - 7) Y",">35%","male:single","none","res_[res >7Y- 7)","car or other",35,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"656","CC < 0 €",14,"no credits taken/all credits paid back duly","car (new)",3973,"< 100 €","unemployed","<[20- 25)0%","male:single","none","res >7Y","unknown / no property",22,"No credits","for free","1","j_skilled employee/official","1","none","yes","0"
"657","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","car (new)",888,"< 100 €",">= 7 Y",">35%","male:single","none","res >7Y","car or other",41,"Other banks","own","1","j_unskilled","2","none","yes","1"
"658","No account",48,"no credits taken/all credits paid back duly","radio/television",10222,"unknown/ no savings account","[4 - 7) Y",">35%","male:single","none","res_[res >7Y- 7)","car or other",37,"Credit stores","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"659","CC [0 - 200 €]",30,"delay in paying off","business",4221,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res < 1Y","car or other",28,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"660","CC [0 - 200 €]",18,"existing credits paid back duly till now","furniture/equipment",6361,"< 100 €",">= 7 Y","[20- 25)","male:single","none","res < 1Y","unknown / no property",41,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"661","CC >= 200 €",12,"no credits taken/all credits paid back duly","radio/television",1297,"< 100 €","[1 - 4) Y","[25- 35)","male:married/widowed","none","res >7Y","real estate",23,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"662","CC < 0 €",12,"no credits taken/all credits paid back duly","car (new)",900,"unknown/ no savings account","[1 - 4) Y",">35%","male:married/widowed","none","res_[1- res >7Y)","car or other",23,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"663","No account",21,"no credits taken/all credits paid back duly","furniture/equipment",2241,"< 100 €",">= 7 Y",">35%","male:single","none","res_[1- res >7Y)","real estate",50,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"664","CC [0 - 200 €]",6,"all credits at this bank paid back duly","furniture/equipment",1050,"< 100 €","unemployed",">35%","male:single","none","res < 1Y","Savings agreement/life insurance",35,"Credit stores","own","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"665","CC >= 200 €",6,"existing credits paid back duly till now","education",1047,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res >7Y","Savings agreement/life insurance",50,"No credits","own","1","j_unskilled","1","none","yes","0"
"666","No account",24,"existing credits paid back duly till now","car (used)0",6314,"< 100 €","unemployed",">35%","male:single","co-applicant","res_[1- res >7Y)","unknown / no property",27,"Other banks","own","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"667","CC [0 - 200 €]",30,"critical account in other  bank","furniture/equipment",3496,">= 1000 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","car or other",34,"Credit stores","own","1","j_skilled employee/official","2","yes, registered under the customers name","yes","0"
"668","No account",48,"critical account in other  bank","business",3609,"< 100 €","[1 - 4) Y","<[20- 25)0%","female:divorced/separated/married","none","res < 1Y","real estate",27,"Credit stores","own","1","j_skilled employee/official","1","none","yes","0"
"669","CC < 0 €",12,"existing credits paid back duly till now","car (new)",4843,"< 100 €",">= 7 Y","[25- 35)","male:single","co-applicant","res >7Y","Savings agreement/life insurance",43,"No credits","rent","2","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"670","CC >= 200 €",30,"existing credits paid back duly till now","radio/television",3017,"< 100 €",">= 7 Y",">35%","male:single","none","res >7Y","Savings agreement/life insurance",47,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"671","No account",24,"existing credits paid back duly till now","business",4139,"[100 - 500)","[1 - 4) Y","[25- 35)","male:single","none","res_[res >7Y- 7)","Savings agreement/life insurance",27,"No credits","own","2","j_unskilled","1","yes, registered under the customers name","yes","0"
"672","No account",36,"no credits taken/all credits paid back duly","business",5742,"[100 - 500)","[4 - 7) Y","[20- 25)","male:single","none","res_[1- res >7Y)","car or other",31,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"673","No account",60,"no credits taken/all credits paid back duly","car (new)",10366,"< 100 €",">= 7 Y","[20- 25)","male:single","none","res >7Y","Savings agreement/life insurance",42,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"674","No account",6,"existing credits paid back duly till now","car (new)",2080,"[500 - 1000)","[1 - 4) Y","<[20- 25)0%","male:married/widowed","none","res_[1- res >7Y)","car or other",24,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"675","No account",21,"all credits at this bank paid back duly","business",2580,"[500 - 1000)","< 1 Y",">35%","male:single","none","res_[1- res >7Y)","real estate",41,"Other banks","own","1","j_unskilled","2","none","yes","1"
"676","No account",30,"existing credits paid back duly till now","radio/television",4530,"< 100 €","[4 - 7) Y",">35%","female:divorced/separated/married","none","res >7Y","car or other",26,"No credits","rent","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"677","No account",24,"existing credits paid back duly till now","furniture/equipment",5150,"< 100 €",">= 7 Y",">35%","male:single","none","res >7Y","car or other",33,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"678","CC [0 - 200 €]",72,"no credits taken/all credits paid back duly","radio/television",5595,"[100 - 500)","[1 - 4) Y","[20- 25)","male:married/widowed","none","res_[1- res >7Y)","car or other",24,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"679","CC < 0 €",24,"no credits taken/all credits paid back duly","radio/television",2384,"< 100 €",">= 7 Y",">35%","male:single","none","res >7Y","real estate",64,"Other banks","rent","1","j_unskilled","1","none","yes","0"
"680","No account",18,"no credits taken/all credits paid back duly","radio/television",1453,"< 100 €","< 1 Y","[25- 35)","female:divorced/separated/married","none","res < 1Y","real estate",26,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"681","No account",6,"no credits taken/all credits paid back duly","education",1538,"< 100 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","unknown / no property",56,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"682","No account",12,"no credits taken/all credits paid back duly","radio/television",2279,"unknown/ no savings account","[1 - 4) Y",">35%","male:single","none","res >7Y","unknown / no property",37,"No credits","for free","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"683","No account",15,"all credits at this bank paid back duly","radio/television",1478,"< 100 €","[1 - 4) Y",">35%","male:married/widowed","none","res_[res >7Y- 7)","real estate",33,"Other banks","own","2","j_skilled employee/official","1","none","yes","0"
"684","No account",24,"existing credits paid back duly till now","radio/television",5103,"< 100 €","< 1 Y","[25- 35)","male:married/widowed","none","res_[res >7Y- 7)","unknown / no property",47,"No credits","for free","3","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"685","CC [0 - 200 €]",36,"all credits at this bank paid back duly","business",9857,"[100 - 500)","[4 - 7) Y","<[20- 25)0%","male:single","none","res_[res >7Y- 7)","Savings agreement/life insurance",31,"No credits","own","2","j_unskilled","2","yes, registered under the customers name","yes","0"
"686","No account",60,"no credits taken/all credits paid back duly","car (new)",6527,"unknown/ no savings account","[1 - 4) Y",">35%","male:single","none","res >7Y","unknown / no property",34,"No credits","for free","1","j_skilled employee/official","2","yes, registered under the customers name","yes","0"
"687","CC >= 200 €",10,"existing credits paid back duly till now","radio/television",1347,"unknown/ no savings account","[4 - 7) Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",27,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"688","CC [0 - 200 €]",36,"all credits at this bank paid back duly","car (new)",2862,"[100 - 500)",">= 7 Y",">35%","male:single","none","res_[res >7Y- 7)","unknown / no property",30,"No credits","for free","1","j_skilled employee/official","1","none","yes","0"
"689","No account",9,"no credits taken/all credits paid back duly","radio/television",2753,"[100 - 500)",">= 7 Y","[25- 35)","male:single","co-applicant","res >7Y","car or other",35,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"690","CC < 0 €",12,"no credits taken/all credits paid back duly","car (new)",3651,">= 1000 €","[1 - 4) Y","<[20- 25)0%","male:single","none","res_[res >7Y- 7)","Savings agreement/life insurance",31,"No credits","own","1","j_skilled employee/official","2","none","yes","0"
